

TrainId=167 Delay=0 FreeRun=5880 	Final Delay=235
T20 Train72 AimedDepartureTime=0 WaitTime=0 BaseTime=11630 RunTime=45	OptSolTime=11757
T19 Train72 AimedDepartureTime=0 WaitTime=0 BaseTime=11675 RunTime=196	OptSolTime=11802
T18 Train72 AimedDepartureTime=0 WaitTime=60 BaseTime=11931 RunTime=300	OptSolTime=12058
T17 Train72 AimedDepartureTime=0 WaitTime=30 BaseTime=12261 RunTime=210	OptSolTime=12388
T16 Train72 AimedDepartureTime=0 WaitTime=30 BaseTime=12501 RunTime=210	OptSolTime=12628
T15 Train72 AimedDepartureTime=0 WaitTime=30 BaseTime=12741 RunTime=150	OptSolTime=12868
T14 Train72 AimedDepartureTime=0 WaitTime=30 BaseTime=12921 RunTime=208	OptSolTime=13048
T13 Train72 AimedDepartureTime=0 WaitTime=0 BaseTime=13129 RunTime=80	OptSolTime=13256

TrainId=168 Delay=0 FreeRun=7500 	Final Delay=0
T25 Train168 AimedDepartureTime=2680 WaitTime=60 BaseTime=2680 RunTime=217	OptSolTime=2680
T24 Train168 AimedDepartureTime=2897 WaitTime=0 BaseTime=2897 RunTime=143	OptSolTime=2897
T23 Train168 AimedDepartureTime=3070 WaitTime=30 BaseTime=3070 RunTime=210	OptSolTime=3070
T22 Train168 AimedDepartureTime=3310 WaitTime=30 BaseTime=3310 RunTime=150	OptSolTime=3310
T21 Train168 AimedDepartureTime=3490 WaitTime=30 BaseTime=3490 RunTime=150	OptSolTime=3490
T20 Train168 AimedDepartureTime=3640 WaitTime=0 BaseTime=3640 RunTime=45	OptSolTime=3640
T19 Train168 AimedDepartureTime=3685 WaitTime=0 BaseTime=3685 RunTime=195	OptSolTime=3685
T18 Train168 AimedDepartureTime=3940 WaitTime=60 BaseTime=3940 RunTime=300	OptSolTime=3940
T17 Train168 AimedDepartureTime=4270 WaitTime=30 BaseTime=4270 RunTime=210	OptSolTime=4270
T16 Train168 AimedDepartureTime=4510 WaitTime=30 BaseTime=4510 RunTime=210	OptSolTime=4510
T15 Train168 AimedDepartureTime=4750 WaitTime=30 BaseTime=4750 RunTime=150	OptSolTime=4750
T14 Train168 AimedDepartureTime=4930 WaitTime=30 BaseTime=4930 RunTime=201	OptSolTime=4930
T13 Train168 AimedDepartureTime=5131 WaitTime=0 BaseTime=5131 RunTime=83	OptSolTime=5131
T12 Train168 AimedDepartureTime=5214 WaitTime=0 BaseTime=5214 RunTime=166	OptSolTime=5214
T11 Train168 AimedDepartureTime=5420 WaitTime=40 BaseTime=5420 RunTime=700	OptSolTime=5420
T10 Train168 AimedDepartureTime=6300 WaitTime=180 BaseTime=6300 RunTime=409	OptSolTime=6300
T9 Train168 AimedDepartureTime=6709 WaitTime=0 BaseTime=6709 RunTime=251	OptSolTime=6709
T8 Train168 AimedDepartureTime=6990 WaitTime=30 BaseTime=6990 RunTime=333	OptSolTime=6990
T7 Train168 AimedDepartureTime=7323 WaitTime=0 BaseTime=7323 RunTime=177	OptSolTime=7323
T6 Train168 AimedDepartureTime=7500 WaitTime=0 BaseTime=7500 RunTime=420	OptSolTime=7500

TrainId=169 Delay=0 FreeRun=4242 	Final Delay=300
T6 Train169 AimedDepartureTime=640 WaitTime=0 BaseTime=640 RunTime=300	OptSolTime=640
T7 Train169 AimedDepartureTime=940 WaitTime=0 BaseTime=940 RunTime=180	OptSolTime=1240
T8 Train169 AimedDepartureTime=1120 WaitTime=0 BaseTime=1120 RunTime=270	OptSolTime=1420
T9 Train169 AimedDepartureTime=1420 WaitTime=30 BaseTime=1420 RunTime=240	OptSolTime=1720
T10 Train169 AimedDepartureTime=1660 WaitTime=0 BaseTime=1660 RunTime=180	OptSolTime=1960
T11 Train169 AimedDepartureTime=1840 WaitTime=0 BaseTime=1840 RunTime=380	OptSolTime=2140
T12 Train169 AimedDepartureTime=2260 WaitTime=40 BaseTime=2260 RunTime=103	OptSolTime=2560
T13 Train169 AimedDepartureTime=2363 WaitTime=0 BaseTime=2363 RunTime=69	OptSolTime=2663
T14 Train169 AimedDepartureTime=2432 WaitTime=0 BaseTime=2432 RunTime=218	OptSolTime=2732
T15 Train169 AimedDepartureTime=2680 WaitTime=30 BaseTime=2680 RunTime=150	OptSolTime=2980
T16 Train169 AimedDepartureTime=2860 WaitTime=30 BaseTime=2860 RunTime=90	OptSolTime=3160
T17 Train169 AimedDepartureTime=2980 WaitTime=30 BaseTime=2980 RunTime=150	OptSolTime=3280
T18 Train169 AimedDepartureTime=3160 WaitTime=30 BaseTime=3160 RunTime=240	OptSolTime=3460
T19 Train169 AimedDepartureTime=3580 WaitTime=180 BaseTime=3580 RunTime=90	OptSolTime=3880
T20 Train169 AimedDepartureTime=3670 WaitTime=0 BaseTime=3670 RunTime=30	OptSolTime=3970
T21 Train169 AimedDepartureTime=3700 WaitTime=0 BaseTime=3700 RunTime=150	OptSolTime=4000
T22 Train169 AimedDepartureTime=3880 WaitTime=30 BaseTime=3880 RunTime=90	OptSolTime=4180
T23 Train169 AimedDepartureTime=4000 WaitTime=30 BaseTime=4000 RunTime=90	OptSolTime=4300
T24 Train169 AimedDepartureTime=4120 WaitTime=30 BaseTime=4120 RunTime=122	OptSolTime=4420
T25 Train169 AimedDepartureTime=4242 WaitTime=0 BaseTime=4242 RunTime=178	OptSolTime=4542

TrainId=170 Delay=0 FreeRun=28066 	Final Delay=3918
T25 Train170 AimedDepartureTime=13600 WaitTime=0 BaseTime=13600 RunTime=242	OptSolTime=13692
T24 Train170 AimedDepartureTime=13842 WaitTime=0 BaseTime=13842 RunTime=238	OptSolTime=13934
T23 Train170 AimedDepartureTime=14080 WaitTime=0 BaseTime=14080 RunTime=77	OptSolTime=14172
T22 Train170 AimedDepartureTime=14157 WaitTime=0 BaseTime=14157 RunTime=43	OptSolTime=14249
T21 Train170 AimedDepartureTime=14200 WaitTime=0 BaseTime=14200 RunTime=240	OptSolTime=14458
T20 Train170 AimedDepartureTime=14500 WaitTime=60 BaseTime=14500 RunTime=143	OptSolTime=14758
T19 Train170 AimedDepartureTime=14643 WaitTime=0 BaseTime=14643 RunTime=249	OptSolTime=14901
T18 Train170 AimedDepartureTime=14892 WaitTime=0 BaseTime=14892 RunTime=282	OptSolTime=15150
T17 Train170 AimedDepartureTime=15174 WaitTime=0 BaseTime=15174 RunTime=202	OptSolTime=15432
T16 Train170 AimedDepartureTime=15376 WaitTime=0 BaseTime=15376 RunTime=119	OptSolTime=15634
T15 Train170 AimedDepartureTime=15495 WaitTime=0 BaseTime=15495 RunTime=145	OptSolTime=15753
T14 Train170 AimedDepartureTime=15640 WaitTime=0 BaseTime=15640 RunTime=282	OptSolTime=15898
T13 Train170 AimedDepartureTime=15922 WaitTime=0 BaseTime=15922 RunTime=151	OptSolTime=16776
T12 Train170 AimedDepartureTime=16073 WaitTime=0 BaseTime=16073 RunTime=587	OptSolTime=16965
T11 Train170 AimedDepartureTime=17020 WaitTime=360 BaseTime=17020 RunTime=820	OptSolTime=17912
T10 Train170 AimedDepartureTime=17840 WaitTime=0 BaseTime=17840 RunTime=286	OptSolTime=18732
T9 Train170 AimedDepartureTime=18126 WaitTime=0 BaseTime=18126 RunTime=288	OptSolTime=19018
T8 Train170 AimedDepartureTime=18414 WaitTime=0 BaseTime=18414 RunTime=1426	OptSolTime=20998
T7 Train170 AimedDepartureTime=20860 WaitTime=1020 BaseTime=20860 RunTime=1301	OptSolTime=24778
T6 Train170 AimedDepartureTime=22161 WaitTime=0 BaseTime=22161 RunTime=1519	OptSolTime=26079
T5 Train170 AimedDepartureTime=24700 WaitTime=1020 BaseTime=24700 RunTime=1412	OptSolTime=28618
T4 Train170 AimedDepartureTime=26112 WaitTime=0 BaseTime=26112 RunTime=281	OptSolTime=30030
T3 Train170 AimedDepartureTime=26393 WaitTime=0 BaseTime=26393 RunTime=827	OptSolTime=30311
T2 Train170 AimedDepartureTime=27494 WaitTime=274 BaseTime=27494 RunTime=572	OptSolTime=31412
T1 Train170 AimedDepartureTime=28066 WaitTime=0 BaseTime=28066 RunTime=302	OptSolTime=31984

TrainId=171 Delay=0 FreeRun=10378 	Final Delay=0
T25 Train171 AimedDepartureTime=6280 WaitTime=60 BaseTime=6280 RunTime=212	OptSolTime=6280
T24 Train171 AimedDepartureTime=6492 WaitTime=0 BaseTime=6492 RunTime=148	OptSolTime=6492
T23 Train171 AimedDepartureTime=6670 WaitTime=30 BaseTime=6670 RunTime=150	OptSolTime=6670
T22 Train171 AimedDepartureTime=6850 WaitTime=30 BaseTime=6850 RunTime=150	OptSolTime=6850
T21 Train171 AimedDepartureTime=7030 WaitTime=30 BaseTime=7030 RunTime=149	OptSolTime=7030
T20 Train171 AimedDepartureTime=7179 WaitTime=0 BaseTime=7179 RunTime=45	OptSolTime=7179
T19 Train171 AimedDepartureTime=7224 WaitTime=0 BaseTime=7224 RunTime=196	OptSolTime=7224
T18 Train171 AimedDepartureTime=7480 WaitTime=60 BaseTime=7480 RunTime=300	OptSolTime=7480
T17 Train171 AimedDepartureTime=7810 WaitTime=30 BaseTime=7810 RunTime=210	OptSolTime=7810
T16 Train171 AimedDepartureTime=8050 WaitTime=30 BaseTime=8050 RunTime=210	OptSolTime=8050
T15 Train171 AimedDepartureTime=8290 WaitTime=30 BaseTime=8290 RunTime=150	OptSolTime=8290
T14 Train171 AimedDepartureTime=8470 WaitTime=30 BaseTime=8470 RunTime=208	OptSolTime=8470
T13 Train171 AimedDepartureTime=8678 WaitTime=0 BaseTime=8678 RunTime=80	OptSolTime=8678
T12 Train171 AimedDepartureTime=8758 WaitTime=0 BaseTime=8758 RunTime=120	OptSolTime=8758
T11 Train171 AimedDepartureTime=8918 WaitTime=40 BaseTime=8918 RunTime=380	OptSolTime=8918
T10 Train171 AimedDepartureTime=9478 WaitTime=180 BaseTime=9478 RunTime=180	OptSolTime=9478
T9 Train171 AimedDepartureTime=9658 WaitTime=0 BaseTime=9658 RunTime=240	OptSolTime=9658
T8 Train171 AimedDepartureTime=9928 WaitTime=30 BaseTime=9928 RunTime=270	OptSolTime=9928
T7 Train171 AimedDepartureTime=10198 WaitTime=0 BaseTime=10198 RunTime=180	OptSolTime=10198
T6 Train171 AimedDepartureTime=10378 WaitTime=0 BaseTime=10378 RunTime=300	OptSolTime=10378

TrainId=172 Delay=0 FreeRun=7830 	Final Delay=1080
T6 Train172 AimedDepartureTime=4240 WaitTime=0 BaseTime=4240 RunTime=300	OptSolTime=5100
T7 Train172 AimedDepartureTime=4540 WaitTime=0 BaseTime=4540 RunTime=180	OptSolTime=5400
T8 Train172 AimedDepartureTime=4720 WaitTime=0 BaseTime=4720 RunTime=270	OptSolTime=5580
T9 Train172 AimedDepartureTime=5020 WaitTime=30 BaseTime=5020 RunTime=240	OptSolTime=5880
T10 Train172 AimedDepartureTime=5260 WaitTime=0 BaseTime=5260 RunTime=180	OptSolTime=6120
T11 Train172 AimedDepartureTime=5440 WaitTime=0 BaseTime=5440 RunTime=320	OptSolTime=6520
T12 Train172 AimedDepartureTime=5800 WaitTime=40 BaseTime=5800 RunTime=107	OptSolTime=6880
T13 Train172 AimedDepartureTime=5907 WaitTime=0 BaseTime=5907 RunTime=72	OptSolTime=6987
T14 Train172 AimedDepartureTime=5979 WaitTime=0 BaseTime=5979 RunTime=211	OptSolTime=7059
T15 Train172 AimedDepartureTime=6220 WaitTime=30 BaseTime=6220 RunTime=150	OptSolTime=7300
T16 Train172 AimedDepartureTime=6400 WaitTime=30 BaseTime=6400 RunTime=90	OptSolTime=7480
T17 Train172 AimedDepartureTime=6520 WaitTime=30 BaseTime=6520 RunTime=150	OptSolTime=7600
T18 Train172 AimedDepartureTime=6700 WaitTime=30 BaseTime=6700 RunTime=300	OptSolTime=7780
T19 Train172 AimedDepartureTime=7180 WaitTime=180 BaseTime=7180 RunTime=90	OptSolTime=8260
T20 Train172 AimedDepartureTime=7270 WaitTime=0 BaseTime=7270 RunTime=30	OptSolTime=8350
T21 Train172 AimedDepartureTime=7300 WaitTime=0 BaseTime=7300 RunTime=150	OptSolTime=8380
T22 Train172 AimedDepartureTime=7480 WaitTime=30 BaseTime=7480 RunTime=90	OptSolTime=8560
T23 Train172 AimedDepartureTime=7600 WaitTime=30 BaseTime=7600 RunTime=90	OptSolTime=8680
T24 Train172 AimedDepartureTime=7720 WaitTime=30 BaseTime=7720 RunTime=110	OptSolTime=8800
T25 Train172 AimedDepartureTime=7830 WaitTime=0 BaseTime=7830 RunTime=190	OptSolTime=8910

TrainId=173 Delay=0 FreeRun=13978 	Final Delay=0
T25 Train173 AimedDepartureTime=9880 WaitTime=60 BaseTime=9880 RunTime=212	OptSolTime=9880
T24 Train173 AimedDepartureTime=10092 WaitTime=0 BaseTime=10092 RunTime=148	OptSolTime=10092
T23 Train173 AimedDepartureTime=10270 WaitTime=30 BaseTime=10270 RunTime=150	OptSolTime=10270
T22 Train173 AimedDepartureTime=10450 WaitTime=30 BaseTime=10450 RunTime=150	OptSolTime=10450
T21 Train173 AimedDepartureTime=10630 WaitTime=30 BaseTime=10630 RunTime=149	OptSolTime=10630
T20 Train173 AimedDepartureTime=10779 WaitTime=0 BaseTime=10779 RunTime=45	OptSolTime=10779
T19 Train173 AimedDepartureTime=10824 WaitTime=0 BaseTime=10824 RunTime=196	OptSolTime=10824
T18 Train173 AimedDepartureTime=11080 WaitTime=60 BaseTime=11080 RunTime=300	OptSolTime=11080
T17 Train173 AimedDepartureTime=11410 WaitTime=30 BaseTime=11410 RunTime=210	OptSolTime=11410
T16 Train173 AimedDepartureTime=11650 WaitTime=30 BaseTime=11650 RunTime=210	OptSolTime=11650
T15 Train173 AimedDepartureTime=11890 WaitTime=30 BaseTime=11890 RunTime=150	OptSolTime=11890
T14 Train173 AimedDepartureTime=12070 WaitTime=30 BaseTime=12070 RunTime=208	OptSolTime=12070
T13 Train173 AimedDepartureTime=12278 WaitTime=0 BaseTime=12278 RunTime=80	OptSolTime=12278
T12 Train173 AimedDepartureTime=12358 WaitTime=0 BaseTime=12358 RunTime=120	OptSolTime=12358
T11 Train173 AimedDepartureTime=12518 WaitTime=40 BaseTime=12518 RunTime=380	OptSolTime=12518
T10 Train173 AimedDepartureTime=13078 WaitTime=180 BaseTime=13078 RunTime=180	OptSolTime=13078
T9 Train173 AimedDepartureTime=13258 WaitTime=0 BaseTime=13258 RunTime=240	OptSolTime=13258
T8 Train173 AimedDepartureTime=13528 WaitTime=30 BaseTime=13528 RunTime=270	OptSolTime=13528
T7 Train173 AimedDepartureTime=13798 WaitTime=0 BaseTime=13798 RunTime=180	OptSolTime=13798
T6 Train173 AimedDepartureTime=13978 WaitTime=0 BaseTime=13978 RunTime=300	OptSolTime=13978

TrainId=174 Delay=0 FreeRun=11372 	Final Delay=316
T6 Train174 AimedDepartureTime=7720 WaitTime=0 BaseTime=7720 RunTime=300	OptSolTime=7920
T7 Train174 AimedDepartureTime=8082 WaitTime=0 BaseTime=8082 RunTime=180	OptSolTime=8220
T8 Train174 AimedDepartureTime=8262 WaitTime=0 BaseTime=8262 RunTime=270	OptSolTime=8400
T9 Train174 AimedDepartureTime=8562 WaitTime=30 BaseTime=8562 RunTime=240	OptSolTime=8700
T10 Train174 AimedDepartureTime=8802 WaitTime=0 BaseTime=8802 RunTime=180	OptSolTime=8940
T11 Train174 AimedDepartureTime=8982 WaitTime=0 BaseTime=8982 RunTime=320	OptSolTime=9298
T12 Train174 AimedDepartureTime=9342 WaitTime=40 BaseTime=9342 RunTime=107	OptSolTime=9658
T13 Train174 AimedDepartureTime=9449 WaitTime=0 BaseTime=9449 RunTime=72	OptSolTime=9765
T14 Train174 AimedDepartureTime=9521 WaitTime=0 BaseTime=9521 RunTime=211	OptSolTime=9837
T15 Train174 AimedDepartureTime=9762 WaitTime=30 BaseTime=9762 RunTime=150	OptSolTime=10078
T16 Train174 AimedDepartureTime=9942 WaitTime=30 BaseTime=9942 RunTime=90	OptSolTime=10258
T17 Train174 AimedDepartureTime=10062 WaitTime=30 BaseTime=10062 RunTime=150	OptSolTime=10378
T18 Train174 AimedDepartureTime=10242 WaitTime=30 BaseTime=10242 RunTime=300	OptSolTime=10558
T19 Train174 AimedDepartureTime=10722 WaitTime=180 BaseTime=10722 RunTime=90	OptSolTime=11038
T20 Train174 AimedDepartureTime=10812 WaitTime=0 BaseTime=10812 RunTime=30	OptSolTime=11128
T21 Train174 AimedDepartureTime=10842 WaitTime=0 BaseTime=10842 RunTime=150	OptSolTime=11158
T22 Train174 AimedDepartureTime=11022 WaitTime=30 BaseTime=11022 RunTime=90	OptSolTime=11338
T23 Train174 AimedDepartureTime=11142 WaitTime=30 BaseTime=11142 RunTime=90	OptSolTime=11458
T24 Train174 AimedDepartureTime=11262 WaitTime=30 BaseTime=11262 RunTime=110	OptSolTime=11578
T25 Train174 AimedDepartureTime=11372 WaitTime=0 BaseTime=11372 RunTime=250	OptSolTime=11688

TrainId=47 Delay=14901 FreeRun=1828 	Final Delay=15099
T22 Train47 AimedDepartureTime=0 WaitTime=30 BaseTime=14901 RunTime=150	OptSolTime=15099
T21 Train47 AimedDepartureTime=0 WaitTime=30 BaseTime=15081 RunTime=149	OptSolTime=15279
T20 Train47 AimedDepartureTime=0 WaitTime=0 BaseTime=15230 RunTime=45	OptSolTime=15428
T19 Train47 AimedDepartureTime=0 WaitTime=0 BaseTime=15275 RunTime=196	OptSolTime=15473
T18 Train47 AimedDepartureTime=0 WaitTime=60 BaseTime=15531 RunTime=300	OptSolTime=15729
T17 Train47 AimedDepartureTime=0 WaitTime=30 BaseTime=15861 RunTime=210	OptSolTime=16059
T16 Train47 AimedDepartureTime=0 WaitTime=30 BaseTime=16101 RunTime=210	OptSolTime=16299
T15 Train47 AimedDepartureTime=0 WaitTime=30 BaseTime=16341 RunTime=150	OptSolTime=16539
T14 Train47 AimedDepartureTime=0 WaitTime=30 BaseTime=16521 RunTime=208	OptSolTime=16719
T13 Train47 AimedDepartureTime=0 WaitTime=0 BaseTime=16729 RunTime=80	OptSolTime=16927

TrainId=175 Delay=0 FreeRun=15030 	Final Delay=258
T6 Train175 AimedDepartureTime=11200 WaitTime=0 BaseTime=11200 RunTime=300	OptSolTime=11200
T7 Train175 AimedDepartureTime=11524 WaitTime=0 BaseTime=11524 RunTime=180	OptSolTime=11524
T8 Train175 AimedDepartureTime=11920 WaitTime=180 BaseTime=11920 RunTime=270	OptSolTime=11920
T9 Train175 AimedDepartureTime=12220 WaitTime=30 BaseTime=12220 RunTime=240	OptSolTime=12220
T10 Train175 AimedDepartureTime=12460 WaitTime=0 BaseTime=12460 RunTime=180	OptSolTime=12460
T11 Train175 AimedDepartureTime=12640 WaitTime=0 BaseTime=12640 RunTime=320	OptSolTime=12898
T12 Train175 AimedDepartureTime=13000 WaitTime=40 BaseTime=13000 RunTime=107	OptSolTime=13258
T13 Train175 AimedDepartureTime=13107 WaitTime=0 BaseTime=13107 RunTime=72	OptSolTime=13365
T14 Train175 AimedDepartureTime=13179 WaitTime=0 BaseTime=13179 RunTime=211	OptSolTime=13437
T15 Train175 AimedDepartureTime=13420 WaitTime=30 BaseTime=13420 RunTime=150	OptSolTime=13678
T16 Train175 AimedDepartureTime=13600 WaitTime=30 BaseTime=13600 RunTime=90	OptSolTime=13858
T17 Train175 AimedDepartureTime=13720 WaitTime=30 BaseTime=13720 RunTime=150	OptSolTime=13978
T18 Train175 AimedDepartureTime=13900 WaitTime=30 BaseTime=13900 RunTime=300	OptSolTime=14158
T19 Train175 AimedDepartureTime=14380 WaitTime=180 BaseTime=14380 RunTime=90	OptSolTime=14638
T20 Train175 AimedDepartureTime=14470 WaitTime=0 BaseTime=14470 RunTime=30	OptSolTime=14728
T21 Train175 AimedDepartureTime=14500 WaitTime=0 BaseTime=14500 RunTime=150	OptSolTime=14758
T22 Train175 AimedDepartureTime=14680 WaitTime=30 BaseTime=14680 RunTime=90	OptSolTime=14938
T23 Train175 AimedDepartureTime=14800 WaitTime=30 BaseTime=14800 RunTime=90	OptSolTime=15058
T24 Train175 AimedDepartureTime=14920 WaitTime=30 BaseTime=14920 RunTime=110	OptSolTime=15178
T25 Train175 AimedDepartureTime=15030 WaitTime=0 BaseTime=15030 RunTime=250	OptSolTime=15288

TrainId=176 Delay=0 FreeRun=17578 	Final Delay=0
T25 Train176 AimedDepartureTime=13480 WaitTime=60 BaseTime=13480 RunTime=212	OptSolTime=13480
T24 Train176 AimedDepartureTime=13692 WaitTime=0 BaseTime=13692 RunTime=148	OptSolTime=13692
T23 Train176 AimedDepartureTime=13870 WaitTime=30 BaseTime=13870 RunTime=150	OptSolTime=13870
T22 Train176 AimedDepartureTime=14050 WaitTime=30 BaseTime=14050 RunTime=150	OptSolTime=14050
T21 Train176 AimedDepartureTime=14230 WaitTime=30 BaseTime=14230 RunTime=149	OptSolTime=14230
T20 Train176 AimedDepartureTime=14379 WaitTime=0 BaseTime=14379 RunTime=45	OptSolTime=14379
T19 Train176 AimedDepartureTime=14424 WaitTime=0 BaseTime=14424 RunTime=196	OptSolTime=14424
T18 Train176 AimedDepartureTime=14680 WaitTime=60 BaseTime=14680 RunTime=300	OptSolTime=14680
T17 Train176 AimedDepartureTime=15010 WaitTime=30 BaseTime=15010 RunTime=210	OptSolTime=15010
T16 Train176 AimedDepartureTime=15250 WaitTime=30 BaseTime=15250 RunTime=210	OptSolTime=15250
T15 Train176 AimedDepartureTime=15490 WaitTime=30 BaseTime=15490 RunTime=150	OptSolTime=15490
T14 Train176 AimedDepartureTime=15670 WaitTime=30 BaseTime=15670 RunTime=208	OptSolTime=15670
T13 Train176 AimedDepartureTime=15878 WaitTime=0 BaseTime=15878 RunTime=80	OptSolTime=15878
T12 Train176 AimedDepartureTime=15958 WaitTime=0 BaseTime=15958 RunTime=120	OptSolTime=15958
T11 Train176 AimedDepartureTime=16118 WaitTime=40 BaseTime=16118 RunTime=380	OptSolTime=16118
T10 Train176 AimedDepartureTime=16678 WaitTime=180 BaseTime=16678 RunTime=180	OptSolTime=16678
T9 Train176 AimedDepartureTime=16858 WaitTime=0 BaseTime=16858 RunTime=240	OptSolTime=16858
T8 Train176 AimedDepartureTime=17128 WaitTime=30 BaseTime=17128 RunTime=270	OptSolTime=17128
T7 Train176 AimedDepartureTime=17398 WaitTime=0 BaseTime=17398 RunTime=180	OptSolTime=17398
T6 Train176 AimedDepartureTime=17578 WaitTime=0 BaseTime=17578 RunTime=300	OptSolTime=17578

TrainId=113 Delay=9021 FreeRun=415 	Final Delay=9618
T11 Train113 AimedDepartureTime=0 WaitTime=0 BaseTime=9021 RunTime=415	OptSolTime=9618
T10 Train113 AimedDepartureTime=0 WaitTime=0 BaseTime=9436 RunTime=485	OptSolTime=10033

TrainId=177 Delay=0 FreeRun=21178 	Final Delay=0
T25 Train177 AimedDepartureTime=17080 WaitTime=60 BaseTime=17080 RunTime=212	OptSolTime=17080
T24 Train177 AimedDepartureTime=17292 WaitTime=0 BaseTime=17292 RunTime=148	OptSolTime=17292
T23 Train177 AimedDepartureTime=17470 WaitTime=30 BaseTime=17470 RunTime=150	OptSolTime=17470
T22 Train177 AimedDepartureTime=17650 WaitTime=30 BaseTime=17650 RunTime=150	OptSolTime=17650
T21 Train177 AimedDepartureTime=17830 WaitTime=30 BaseTime=17830 RunTime=149	OptSolTime=17830
T20 Train177 AimedDepartureTime=17979 WaitTime=0 BaseTime=17979 RunTime=45	OptSolTime=17979
T19 Train177 AimedDepartureTime=18024 WaitTime=0 BaseTime=18024 RunTime=196	OptSolTime=18024
T18 Train177 AimedDepartureTime=18280 WaitTime=60 BaseTime=18280 RunTime=300	OptSolTime=18280
T17 Train177 AimedDepartureTime=18610 WaitTime=30 BaseTime=18610 RunTime=210	OptSolTime=18610
T16 Train177 AimedDepartureTime=18850 WaitTime=30 BaseTime=18850 RunTime=210	OptSolTime=18850
T15 Train177 AimedDepartureTime=19090 WaitTime=30 BaseTime=19090 RunTime=150	OptSolTime=19090
T14 Train177 AimedDepartureTime=19270 WaitTime=30 BaseTime=19270 RunTime=208	OptSolTime=19270
T13 Train177 AimedDepartureTime=19478 WaitTime=0 BaseTime=19478 RunTime=80	OptSolTime=19478
T12 Train177 AimedDepartureTime=19558 WaitTime=0 BaseTime=19558 RunTime=120	OptSolTime=19558
T11 Train177 AimedDepartureTime=19718 WaitTime=40 BaseTime=19718 RunTime=380	OptSolTime=19718
T10 Train177 AimedDepartureTime=20278 WaitTime=180 BaseTime=20278 RunTime=180	OptSolTime=20278
T9 Train177 AimedDepartureTime=20458 WaitTime=0 BaseTime=20458 RunTime=240	OptSolTime=20458
T8 Train177 AimedDepartureTime=20728 WaitTime=30 BaseTime=20728 RunTime=270	OptSolTime=20728
T7 Train177 AimedDepartureTime=20998 WaitTime=0 BaseTime=20998 RunTime=180	OptSolTime=20998
T6 Train177 AimedDepartureTime=21178 WaitTime=0 BaseTime=21178 RunTime=300	OptSolTime=21178

TrainId=178 Delay=0 FreeRun=18570 	Final Delay=360
T6 Train178 AimedDepartureTime=14920 WaitTime=0 BaseTime=14920 RunTime=300	OptSolTime=14920
T7 Train178 AimedDepartureTime=15220 WaitTime=0 BaseTime=15220 RunTime=180	OptSolTime=15220
T8 Train178 AimedDepartureTime=15400 WaitTime=0 BaseTime=15400 RunTime=270	OptSolTime=15400
