

TrainId=5 Delay=505 FreeRun=10588 	Final Delay=1860
T31 Train11 AimedDepartureTime=1740 WaitTime=10 BaseTime=2280 RunTime=270	OptSolTime=2280
T32 Train11 AimedDepartureTime=2040 WaitTime=30 BaseTime=2580 RunTime=350	OptSolTime=2626
T33 Train11 AimedDepartureTime=2390 WaitTime=0 BaseTime=2930 RunTime=250	OptSolTime=2976

TrainId=12 Delay=57 FreeRun=23097 	Final Delay=57
T23 Train12 AimedDepartureTime=19066 WaitTime=0 BaseTime=19123 RunTime=300	OptSolTime=19123
T22 Train12 AimedDepartureTime=19366 WaitTime=0 BaseTime=19423 RunTime=240	OptSolTime=19423
T21 Train12 AimedDepartureTime=19606 WaitTime=0 BaseTime=19663 RunTime=120	OptSolTime=19663
T20 Train12 AimedDepartureTime=19726 WaitTime=0 BaseTime=19783 RunTime=120	OptSolTime=19783
T19 Train12 AimedDepartureTime=19846 WaitTime=0 BaseTime=19903 RunTime=180	OptSolTime=19903
T18 Train12 AimedDepartureTime=20026 WaitTime=0 BaseTime=20083 RunTime=660	OptSolTime=20083
T17 Train12 AimedDepartureTime=21046 WaitTime=360 BaseTime=21103 RunTime=652	OptSolTime=21103
T16 Train12 AimedDepartureTime=21698 WaitTime=0 BaseTime=21755 RunTime=86	OptSolTime=21755
T15 Train12 AimedDepartureTime=21784 WaitTime=0 BaseTime=21841 RunTime=162	OptSolTime=21841
T14 Train12 AimedDepartureTime=21946 WaitTime=0 BaseTime=22003 RunTime=180	OptSolTime=22003
T13 Train12 AimedDepartureTime=22126 WaitTime=0 BaseTime=22183 RunTime=300	OptSolTime=22183
T12 Train12 AimedDepartureTime=22426 WaitTime=0 BaseTime=22483 RunTime=131	OptSolTime=22483
T11 Train12 AimedDepartureTime=22557 WaitTime=0 BaseTime=22614 RunTime=109	OptSolTime=22614
T10 Train12 AimedDepartureTime=22666 WaitTime=0 BaseTime=22723 RunTime=300	OptSolTime=22723
T9 Train12 AimedDepartureTime=22966 WaitTime=0 BaseTime=23023 RunTime=131	OptSolTime=23023
T8 Train12 AimedDepartureTime=23097 WaitTime=0 BaseTime=23154 RunTime=109	OptSolTime=23154

TrainId=13 Delay=1875 FreeRun=660 	Final Delay=1875
T19 Train13 AimedDepartureTime=0 WaitTime=0 BaseTime=1875 RunTime=180	OptSolTime=1875
T20 Train13 AimedDepartureTime=0 WaitTime=0 BaseTime=2055 RunTime=114	OptSolTime=2055
T21 Train13 AimedDepartureTime=0 WaitTime=0 BaseTime=2169 RunTime=126	OptSolTime=2169
T22 Train13 AimedDepartureTime=0 WaitTime=0 BaseTime=2295 RunTime=240	OptSolTime=2295
T23 Train13 AimedDepartureTime=0 WaitTime=0 BaseTime=2535 RunTime=300	OptSolTime=2535

TrainId=14 Delay=46 FreeRun=1140 	Final Delay=46
T10 Train14 AimedDepartureTime=0 WaitTime=0 BaseTime=46 RunTime=300	OptSolTime=46
T9 Train14 AimedDepartureTime=0 WaitTime=30 BaseTime=376 RunTime=150	OptSolTime=376
T8 Train14 AimedDepartureTime=510 WaitTime=30 BaseTime=556 RunTime=210	OptSolTime=556
T7 Train14 AimedDepartureTime=750 WaitTime=30 BaseTime=796 RunTime=90	OptSolTime=796
T5 Train14 AimedDepartureTime=840 WaitTime=0 BaseTime=886 RunTime=60	OptSolTime=886
T3 Train14 AimedDepartureTime=930 WaitTime=30 BaseTime=976 RunTime=210	OptSolTime=976
T1 Train14 AimedDepartureTime=1140 WaitTime=0 BaseTime=1186 RunTime=300	OptSolTime=1186

TrainId=15 Delay=315 FreeRun=3965 	Final Delay=834
T23 Train15 AimedDepartureTime=0 WaitTime=30 BaseTime=315 RunTime=270	OptSolTime=315
T22 Train15 AimedDepartureTime=0 WaitTime=30 BaseTime=615 RunTime=270	OptSolTime=615
T21 Train15 AimedDepartureTime=570 WaitTime=0 BaseTime=885 RunTime=120	OptSolTime=885
T20 Train15 AimedDepartureTime=720 WaitTime=30 BaseTime=1035 RunTime=150	OptSolTime=1035
T19 Train15 AimedDepartureTime=870 WaitTime=0 BaseTime=1185 RunTime=180	OptSolTime=1185
T18 Train15 AimedDepartureTime=1050 WaitTime=0 BaseTime=1365 RunTime=180	OptSolTime=1365
T17 Train15 AimedDepartureTime=1230 WaitTime=0 BaseTime=1545 RunTime=300	OptSolTime=1545
T16 Train15 AimedDepartureTime=1550 WaitTime=20 BaseTime=1865 RunTime=80	OptSolTime=1876
T15 Train15 AimedDepartureTime=1650 WaitTime=20 BaseTime=1965 RunTime=140	OptSolTime=1976
T14 Train15 AimedDepartureTime=1810 WaitTime=20 BaseTime=2125 RunTime=260	OptSolTime=2136
T13 Train15 AimedDepartureTime=2100 WaitTime=30 BaseTime=2415 RunTime=330	OptSolTime=2426
T12 Train15 AimedDepartureTime=2450 WaitTime=20 BaseTime=2765 RunTime=80	OptSolTime=2806
T11 Train15 AimedDepartureTime=2550 WaitTime=20 BaseTime=2865 RunTime=140	OptSolTime=2906
T10 Train15 AimedDepartureTime=2690 WaitTime=0 BaseTime=3005 RunTime=420	OptSolTime=3524
T9 Train15 AimedDepartureTime=3170 WaitTime=60 BaseTime=3485 RunTime=180	OptSolTime=4004
T8 Train15 AimedDepartureTime=3380 WaitTime=30 BaseTime=3695 RunTime=210	OptSolTime=4214
T7 Train15 AimedDepartureTime=3620 WaitTime=30 BaseTime=3935 RunTime=130	OptSolTime=4454
T5 Train15 AimedDepartureTime=3750 WaitTime=0 BaseTime=4065 RunTime=50	OptSolTime=4584
T3 Train15 AimedDepartureTime=3800 WaitTime=0 BaseTime=4115 RunTime=165	OptSolTime=4634
T1 Train15 AimedDepartureTime=3965 WaitTime=0 BaseTime=4280 RunTime=285	OptSolTime=4799

TrainId=16 Delay=32 FreeRun=24776 	Final Delay=32
T23 Train16 AimedDepartureTime=20806 WaitTime=0 BaseTime=20838 RunTime=720	OptSolTime=20838
T22 Train16 AimedDepartureTime=21886 WaitTime=360 BaseTime=21918 RunTime=660	OptSolTime=21918
T21 Train16 AimedDepartureTime=22546 WaitTime=0 BaseTime=22578 RunTime=122	OptSolTime=22578
T20 Train16 AimedDepartureTime=22668 WaitTime=0 BaseTime=22700 RunTime=118	OptSolTime=22700
T19 Train16 AimedDepartureTime=22786 WaitTime=0 BaseTime=22818 RunTime=180	OptSolTime=22818
T18 Train16 AimedDepartureTime=22966 WaitTime=0 BaseTime=22998 RunTime=240	OptSolTime=22998
T17 Train16 AimedDepartureTime=23206 WaitTime=0 BaseTime=23238 RunTime=240	OptSolTime=23238
T16 Train16 AimedDepartureTime=23446 WaitTime=0 BaseTime=23478 RunTime=85	OptSolTime=23478
T15 Train16 AimedDepartureTime=23531 WaitTime=0 BaseTime=23563 RunTime=155	OptSolTime=23563
T14 Train16 AimedDepartureTime=23686 WaitTime=0 BaseTime=23718 RunTime=180	OptSolTime=23718
T13 Train16 AimedDepartureTime=23866 WaitTime=0 BaseTime=23898 RunTime=255	OptSolTime=23898
T12 Train16 AimedDepartureTime=24121 WaitTime=0 BaseTime=24153 RunTime=119	OptSolTime=24153
T11 Train16 AimedDepartureTime=24240 WaitTime=0 BaseTime=24272 RunTime=106	OptSolTime=24272
T10 Train16 AimedDepartureTime=24346 WaitTime=0 BaseTime=24378 RunTime=300	OptSolTime=24378
T9 Train16 AimedDepartureTime=24646 WaitTime=0 BaseTime=24678 RunTime=130	OptSolTime=24678
T8 Train16 AimedDepartureTime=24776 WaitTime=0 BaseTime=24808 RunTime=110	OptSolTime=24808

TrainId=17 Delay=135 FreeRun=1860 	Final Delay=165
T15 Train17 AimedDepartureTime=0 WaitTime=0 BaseTime=135 RunTime=140	OptSolTime=135
T16 Train17 AimedDepartureTime=140 WaitTime=0 BaseTime=275 RunTime=100	OptSolTime=275
T17 Train17 AimedDepartureTime=240 WaitTime=0 BaseTime=375 RunTime=360	OptSolTime=375
T18 Train17 AimedDepartureTime=900 WaitTime=300 BaseTime=1035 RunTime=300	OptSolTime=1035
T19 Train17 AimedDepartureTime=1200 WaitTime=0 BaseTime=1335 RunTime=180	OptSolTime=1365
T20 Train17 AimedDepartureTime=1380 WaitTime=0 BaseTime=1515 RunTime=114	OptSolTime=1545
T21 Train17 AimedDepartureTime=1494 WaitTime=0 BaseTime=1629 RunTime=138	OptSolTime=1659
T22 Train17 AimedDepartureTime=1632 WaitTime=0 BaseTime=1767 RunTime=228	OptSolTime=1797
T23 Train17 AimedDepartureTime=1860 WaitTime=0 BaseTime=1995 RunTime=240	OptSolTime=2025

TrainId=18 Delay=15 FreeRun=4140 	Final Delay=346
T10 Train18 AimedDepartureTime=0 WaitTime=120 BaseTime=15 RunTime=300	OptSolTime=346
T11 Train18 AimedDepartureTime=300 WaitTime=0 BaseTime=315 RunTime=30	OptSolTime=646
T12 Train18 AimedDepartureTime=360 WaitTime=30 BaseTime=375 RunTime=150	OptSolTime=706
T13 Train18 AimedDepartureTime=540 WaitTime=30 BaseTime=555 RunTime=330	OptSolTime=886
T14 Train18 AimedDepartureTime=900 WaitTime=30 BaseTime=915 RunTime=180	OptSolTime=1246
T15 Train18 AimedDepartureTime=1260 WaitTime=180 BaseTime=1275 RunTime=100	OptSolTime=1606
T16 Train18 AimedDepartureTime=1380 WaitTime=20 BaseTime=1395 RunTime=150	OptSolTime=1726
T17 Train18 AimedDepartureTime=1560 WaitTime=30 BaseTime=1575 RunTime=240	OptSolTime=1906
T18 Train18 AimedDepartureTime=1800 WaitTime=0 BaseTime=1815 RunTime=180	OptSolTime=2146
T19 Train18 AimedDepartureTime=1980 WaitTime=0 BaseTime=1995 RunTime=180	OptSolTime=2326
T20 Train18 AimedDepartureTime=2160 WaitTime=0 BaseTime=2175 RunTime=30	OptSolTime=2506
T21 Train18 AimedDepartureTime=2220 WaitTime=30 BaseTime=2235 RunTime=240	OptSolTime=2566
T22 Train18 AimedDepartureTime=2460 WaitTime=0 BaseTime=2475 RunTime=210	OptSolTime=2806
T23 Train18 AimedDepartureTime=2700 WaitTime=30 BaseTime=2715 RunTime=300	OptSolTime=3046
T24 Train18 AimedDepartureTime=3300 WaitTime=300 BaseTime=3315 RunTime=280	OptSolTime=3646
T25 Train18 AimedDepartureTime=3600 WaitTime=20 BaseTime=3615 RunTime=390	OptSolTime=3946
T26 Train18 AimedDepartureTime=4020 WaitTime=30 BaseTime=4035 RunTime=120	OptSolTime=4366
T27 Train18 AimedDepartureTime=4140 WaitTime=0 BaseTime=4155 RunTime=120	OptSolTime=4486

TrainId=19 Delay=0 FreeRun=8196 	Final Delay=0
T1 Train19 AimedDepartureTime=1486 WaitTime=0 BaseTime=1486 RunTime=117	OptSolTime=1486
T2 Train19 AimedDepartureTime=1603 WaitTime=0 BaseTime=1603 RunTime=118	OptSolTime=1603
T4 Train19 AimedDepartureTime=1721 WaitTime=0 BaseTime=1721 RunTime=51	OptSolTime=1721
T6 Train19 AimedDepartureTime=1772 WaitTime=0 BaseTime=1772 RunTime=104	OptSolTime=1772
T8 Train19 AimedDepartureTime=1906 WaitTime=30 BaseTime=1906 RunTime=90	OptSolTime=1906
T9 Train19 AimedDepartureTime=2026 WaitTime=30 BaseTime=2026 RunTime=180	OptSolTime=2026
T10 Train19 AimedDepartureTime=2326 WaitTime=120 BaseTime=2326 RunTime=300	OptSolTime=2326
T11 Train19 AimedDepartureTime=2626 WaitTime=0 BaseTime=2626 RunTime=75	OptSolTime=2626
T12 Train19 AimedDepartureTime=2701 WaitTime=0 BaseTime=2701 RunTime=105	OptSolTime=2701
T13 Train19 AimedDepartureTime=2806 WaitTime=0 BaseTime=2806 RunTime=270	OptSolTime=2806
T14 Train19 AimedDepartureTime=3106 WaitTime=30 BaseTime=3106 RunTime=160	OptSolTime=3106
T15 Train19 AimedDepartureTime=3286 WaitTime=20 BaseTime=3286 RunTime=100	OptSolTime=3286
T16 Train19 AimedDepartureTime=3406 WaitTime=20 BaseTime=3406 RunTime=60	OptSolTime=3406
T17 Train19 AimedDepartureTime=3466 WaitTime=0 BaseTime=3466 RunTime=240	OptSolTime=3466
T18 Train19 AimedDepartureTime=3706 WaitTime=0 BaseTime=3706 RunTime=180	OptSolTime=3706
T19 Train19 AimedDepartureTime=3886 WaitTime=0 BaseTime=3886 RunTime=180	OptSolTime=3886
T20 Train19 AimedDepartureTime=4066 WaitTime=0 BaseTime=4066 RunTime=30	OptSolTime=4066
T21 Train19 AimedDepartureTime=4126 WaitTime=30 BaseTime=4126 RunTime=180	OptSolTime=4126
T22 Train19 AimedDepartureTime=4306 WaitTime=0 BaseTime=4306 RunTime=210	OptSolTime=4306
T23 Train19 AimedDepartureTime=4546 WaitTime=30 BaseTime=4546 RunTime=270	OptSolTime=4546
T24 Train19 AimedDepartureTime=4846 WaitTime=30 BaseTime=4846 RunTime=230	OptSolTime=4846
T25 Train19 AimedDepartureTime=5086 WaitTime=10 BaseTime=5086 RunTime=330	OptSolTime=5086
T26 Train19 AimedDepartureTime=5446 WaitTime=30 BaseTime=5446 RunTime=120	OptSolTime=5446
T27 Train19 AimedDepartureTime=5566 WaitTime=0 BaseTime=5566 RunTime=120	OptSolTime=5566
T28 Train19 AimedDepartureTime=5806 WaitTime=120 BaseTime=5806 RunTime=470	OptSolTime=5806
T29 Train19 AimedDepartureTime=6286 WaitTime=10 BaseTime=6286 RunTime=930	OptSolTime=6286
T30 Train19 AimedDepartureTime=7246 WaitTime=30 BaseTime=7246 RunTime=290	OptSolTime=7246
T31 Train19 AimedDepartureTime=7546 WaitTime=10 BaseTime=7546 RunTime=270	OptSolTime=7546
T32 Train19 AimedDepartureTime=7846 WaitTime=30 BaseTime=7846 RunTime=350	OptSolTime=7846
T33 Train19 AimedDepartureTime=8196 WaitTime=0 BaseTime=8196 RunTime=250	OptSolTime=8196

TrainId=20 Delay=0 FreeRun=5863 	Final Delay=0
T8 Train20 AimedDepartureTime=2926 WaitTime=0 BaseTime=2926 RunTime=116	OptSolTime=2926
T9 Train20 AimedDepartureTime=3042 WaitTime=0 BaseTime=3042 RunTime=130	OptSolTime=3042
T10 Train20 AimedDepartureTime=3172 WaitTime=0 BaseTime=3172 RunTime=352	OptSolTime=3172
T11 Train20 AimedDepartureTime=3524 WaitTime=0 BaseTime=3524 RunTime=96	OptSolTime=3524
T12 Train20 AimedDepartureTime=3620 WaitTime=0 BaseTime=3620 RunTime=128	OptSolTime=3620
T13 Train20 AimedDepartureTime=3748 WaitTime=0 BaseTime=3748 RunTime=307	OptSolTime=3748
T14 Train20 AimedDepartureTime=4055 WaitTime=0 BaseTime=4055 RunTime=219	OptSolTime=4055
T15 Train20 AimedDepartureTime=4274 WaitTime=0 BaseTime=4274 RunTime=157	OptSolTime=4274
T16 Train20 AimedDepartureTime=4431 WaitTime=0 BaseTime=4431 RunTime=113	OptSolTime=4431
T17 Train20 AimedDepartureTime=4544 WaitTime=0 BaseTime=4544 RunTime=303	OptSolTime=4544
T18 Train20 AimedDepartureTime=4847 WaitTime=0 BaseTime=4847 RunTime=235	OptSolTime=4847
T19 Train20 AimedDepartureTime=5082 WaitTime=0 BaseTime=5082 RunTime=195	OptSolTime=5082
T20 Train20 AimedDepartureTime=5277 WaitTime=0 BaseTime=5277 RunTime=160	OptSolTime=5277
T21 Train20 AimedDepartureTime=5437 WaitTime=0 BaseTime=5437 RunTime=158	OptSolTime=5437
T22 Train20 AimedDepartureTime=5595 WaitTime=0 BaseTime=5595 RunTime=268	OptSolTime=5595
T23 Train20 AimedDepartureTime=5863 WaitTime=0 BaseTime=5863 RunTime=278	OptSolTime=5863

TrainId=21 Delay=0 FreeRun=11298 	Final Delay=2100
T33 Train21 AimedDepartureTime=3226 WaitTime=0 BaseTime=3226 RunTime=262	OptSolTime=3226
T32 Train21 AimedDepartureTime=3488 WaitTime=0 BaseTime=3488 RunTime=398	OptSolTime=3488
T31 Train21 AimedDepartureTime=3916 WaitTime=30 BaseTime=3916 RunTime=270	OptSolTime=3916
T30 Train21 AimedDepartureTime=4206 WaitTime=20 BaseTime=4206 RunTime=380	OptSolTime=4206
T29 Train21 AimedDepartureTime=4616 WaitTime=30 BaseTime=4616 RunTime=870	OptSolTime=4616
T28 Train21 AimedDepartureTime=5506 WaitTime=20 BaseTime=5506 RunTime=560	OptSolTime=6306
T27 Train21 AimedDepartureTime=6126 WaitTime=60 BaseTime=6126 RunTime=195	OptSolTime=6926
T26 Train21 AimedDepartureTime=6321 WaitTime=0 BaseTime=6321 RunTime=165	OptSolTime=7121
T25 Train21 AimedDepartureTime=6516 WaitTime=30 BaseTime=6516 RunTime=390	OptSolTime=7316
T24 Train21 AimedDepartureTime=6916 WaitTime=10 BaseTime=6916 RunTime=310	OptSolTime=7716
T23 Train21 AimedDepartureTime=7256 WaitTime=30 BaseTime=7256 RunTime=330	OptSolTime=8056
T22 Train21 AimedDepartureTime=7616 WaitTime=30 BaseTime=7616 RunTime=270	OptSolTime=8416
T21 Train21 AimedDepartureTime=7886 WaitTime=0 BaseTime=7886 RunTime=120	OptSolTime=8686
T20 Train21 AimedDepartureTime=8036 WaitTime=30 BaseTime=8036 RunTime=150	OptSolTime=8836
T19 Train21 AimedDepartureTime=8186 WaitTime=0 BaseTime=8186 RunTime=180	OptSolTime=8986
T18 Train21 AimedDepartureTime=8366 WaitTime=0 BaseTime=8366 RunTime=180	OptSolTime=9166
T17 Train21 AimedDepartureTime=8546 WaitTime=0 BaseTime=8546 RunTime=240	OptSolTime=9406
T16 Train21 AimedDepartureTime=8806 WaitTime=20 BaseTime=8806 RunTime=80	OptSolTime=9666
T15 Train21 AimedDepartureTime=8906 WaitTime=20 BaseTime=8906 RunTime=140	OptSolTime=9766
T14 Train21 AimedDepartureTime=9066 WaitTime=20 BaseTime=9066 RunTime=260	OptSolTime=9926
T13 Train21 AimedDepartureTime=9356 WaitTime=30 BaseTime=9356 RunTime=330	OptSolTime=10216
T12 Train21 AimedDepartureTime=9706 WaitTime=20 BaseTime=9706 RunTime=140	OptSolTime=10566
T11 Train21 AimedDepartureTime=9866 WaitTime=20 BaseTime=9866 RunTime=80	OptSolTime=10726
T10 Train21 AimedDepartureTime=9946 WaitTime=0 BaseTime=9946 RunTime=420	OptSolTime=12046
T9 Train21 AimedDepartureTime=10486 WaitTime=120 BaseTime=10486 RunTime=240	OptSolTime=12586
T8 Train21 AimedDepartureTime=10756 WaitTime=30 BaseTime=10756 RunTime=210	OptSolTime=12856
T7 Train21 AimedDepartureTime=10996 WaitTime=30 BaseTime=10996 RunTime=113	OptSolTime=13096
T5 Train21 AimedDepartureTime=11109 WaitTime=0 BaseTime=11109 RunTime=42	OptSolTime=13209
T3 Train21 AimedDepartureTime=11151 WaitTime=0 BaseTime=11151 RunTime=147	OptSolTime=13251
T1 Train21 AimedDepartureTime=11298 WaitTime=0 BaseTime=11298 RunTime=268	OptSolTime=13398

TrainId=22 Delay=0 FreeRun=9826 	Final Delay=0
T8 Train22 AimedDepartureTime=6766 WaitTime=0 BaseTime=6766 RunTime=127	OptSolTime=6766
T9 Train22 AimedDepartureTime=6893 WaitTime=0 BaseTime=6893 RunTime=173	OptSolTime=6893
T10 Train22 AimedDepartureTime=7066 WaitTime=0 BaseTime=7066 RunTime=360	OptSolTime=7066
T11 Train22 AimedDepartureTime=7426 WaitTime=0 BaseTime=7426 RunTime=99	OptSolTime=7426
T12 Train22 AimedDepartureTime=7525 WaitTime=0 BaseTime=7525 RunTime=129	OptSolTime=7525
T13 Train22 AimedDepartureTime=7654 WaitTime=0 BaseTime=7654 RunTime=312	OptSolTime=7654
T14 Train22 AimedDepartureTime=7966 WaitTime=0 BaseTime=7966 RunTime=240	OptSolTime=7966
T15 Train22 AimedDepartureTime=8386 WaitTime=180 BaseTime=8386 RunTime=169	OptSolTime=8386
T16 Train22 AimedDepartureTime=8555 WaitTime=0 BaseTime=8555 RunTime=101	OptSolTime=8555
T17 Train22 AimedDepartureTime=8656 WaitTime=0 BaseTime=8656 RunTime=270	OptSolTime=8656
T18 Train22 AimedDepartureTime=8926 WaitTime=0 BaseTime=8926 RunTime=240	OptSolTime=8926
T19 Train22 AimedDepartureTime=9166 WaitTime=0 BaseTime=9166 RunTime=162	OptSolTime=9166
T20 Train22 AimedDepartureTime=9328 WaitTime=0 BaseTime=9328 RunTime=127	OptSolTime=9328
T21 Train22 AimedDepartureTime=9455 WaitTime=0 BaseTime=9455 RunTime=131	OptSolTime=9455
T22 Train22 AimedDepartureTime=9586 WaitTime=0 BaseTime=9586 RunTime=240	OptSolTime=9586
T23 Train22 AimedDepartureTime=9826 WaitTime=0 BaseTime=9826 RunTime=240	OptSolTime=9826

TrainId=23 Delay=0 FreeRun=13896 	Final Delay=0
T1 Train23 AimedDepartureTime=6526 WaitTime=0 BaseTime=6526 RunTime=140	OptSolTime=6526
T2 Train23 AimedDepartureTime=6666 WaitTime=0 BaseTime=6666 RunTime=140	OptSolTime=6666
T4 Train23 AimedDepartureTime=6826 WaitTime=20 BaseTime=6826 RunTime=70	OptSolTime=6826
T6 Train23 AimedDepartureTime=6896 WaitTime=0 BaseTime=6896 RunTime=140	OptSolTime=6896
T8 Train23 AimedDepartureTime=7066 WaitTime=30 BaseTime=7066 RunTime=90	OptSolTime=7066
T9 Train23 AimedDepartureTime=7186 WaitTime=30 BaseTime=7186 RunTime=210	OptSolTime=7186
T10 Train23 AimedDepartureTime=7426 WaitTime=30 BaseTime=7426 RunTime=300	OptSolTime=7426
T11 Train23 AimedDepartureTime=7726 WaitTime=0 BaseTime=7726 RunTime=40	OptSolTime=7726
T12 Train23 AimedDepartureTime=7786 WaitTime=20 BaseTime=7786 RunTime=160	OptSolTime=7786
T13 Train23 AimedDepartureTime=7966 WaitTime=20 BaseTime=7966 RunTime=360	OptSolTime=7966
T14 Train23 AimedDepartureTime=8626 WaitTime=300 BaseTime=8626 RunTime=210	OptSolTime=8626
T15 Train23 AimedDepartureTime=8866 WaitTime=30 BaseTime=8866 RunTime=100	OptSolTime=8866
T16 Train23 AimedDepartureTime=8986 WaitTime=20 BaseTime=8986 RunTime=150	OptSolTime=8986
T17 Train23 AimedDepartureTime=9166 WaitTime=30 BaseTime=9166 RunTime=240	OptSolTime=9166
T18 Train23 AimedDepartureTime=9406 WaitTime=0 BaseTime=9406 RunTime=180	OptSolTime=9406
T19 Train23 AimedDepartureTime=9586 WaitTime=0 BaseTime=9586 RunTime=180	OptSolTime=9586
T20 Train23 AimedDepartureTime=9766 WaitTime=0 BaseTime=9766 RunTime=30	OptSolTime=9766
T21 Train23 AimedDepartureTime=9826 WaitTime=30 BaseTime=9826 RunTime=240	OptSolTime=9826
T22 Train23 AimedDepartureTime=10066 WaitTime=0 BaseTime=10066 RunTime=210	OptSolTime=10066
T23 Train23 AimedDepartureTime=10306 WaitTime=30 BaseTime=10306 RunTime=270	OptSolTime=10306
T24 Train23 AimedDepartureTime=10606 WaitTime=30 BaseTime=10606 RunTime=230	OptSolTime=10606
T25 Train23 AimedDepartureTime=10846 WaitTime=10 BaseTime=10846 RunTime=390	OptSolTime=10846
T26 Train23 AimedDepartureTime=11266 WaitTime=30 BaseTime=11266 RunTime=120	OptSolTime=11266
T27 Train23 AimedDepartureTime=11386 WaitTime=0 BaseTime=11386 RunTime=120	OptSolTime=11386
T28 Train23 AimedDepartureTime=11566 WaitTime=60 BaseTime=11566 RunTime=410	OptSolTime=11566
T29 Train23 AimedDepartureTime=11986 WaitTime=10 BaseTime=11986 RunTime=930	OptSolTime=11986
T30 Train23 AimedDepartureTime=12946 WaitTime=30 BaseTime=12946 RunTime=290	OptSolTime=12946
T31 Train23 AimedDepartureTime=13246 WaitTime=10 BaseTime=13246 RunTime=270	OptSolTime=13246
T32 Train23 AimedDepartureTime=13546 WaitTime=30 BaseTime=13546 RunTime=350	OptSolTime=13546
T33 Train23 AimedDepartureTime=13896 WaitTime=0 BaseTime=13896 RunTime=250	OptSolTime=13896

TrainId=24 Delay=0 FreeRun=18896 	Final Delay=0
T23 Train24 AimedDepartureTime=15946 WaitTime=471 BaseTime=15946 RunTime=699	OptSolTime=15946
T22 Train24 AimedDepartureTime=16645 WaitTime=0 BaseTime=16645 RunTime=183	OptSolTime=16645
T21 Train24 AimedDepartureTime=16828 WaitTime=0 BaseTime=16828 RunTime=103	OptSolTime=16828
T20 Train24 AimedDepartureTime=16931 WaitTime=0 BaseTime=16931 RunTime=114	OptSolTime=16931
T19 Train24 AimedDepartureTime=17045 WaitTime=0 BaseTime=17045 RunTime=137	OptSolTime=17045
T18 Train24 AimedDepartureTime=17182 WaitTime=0 BaseTime=17182 RunTime=162	OptSolTime=17182
T17 Train24 AimedDepartureTime=17344 WaitTime=0 BaseTime=17344 RunTime=204	OptSolTime=17344
T16 Train24 AimedDepartureTime=17548 WaitTime=0 BaseTime=17548 RunTime=72	OptSolTime=17548
T15 Train24 AimedDepartureTime=17620 WaitTime=0 BaseTime=17620 RunTime=146	OptSolTime=17620
T14 Train24 AimedDepartureTime=17766 WaitTime=0 BaseTime=17766 RunTime=134	OptSolTime=17766
T13 Train24 AimedDepartureTime=17900 WaitTime=0 BaseTime=17900 RunTime=219	OptSolTime=17900
