

TrainId=12 Delay=4076 FreeRun=2390 	Final Delay=4720
T27 Train19 AimedDepartureTime=3240 WaitTime=0 BaseTime=3554 RunTime=120	OptSolTime=3610
T28 Train19 AimedDepartureTime=3480 WaitTime=120 BaseTime=3794 RunTime=410	OptSolTime=3850
T29 Train19 AimedDepartureTime=3900 WaitTime=10 BaseTime=4214 RunTime=930	OptSolTime=4270
T30 Train19 AimedDepartureTime=4860 WaitTime=30 BaseTime=5174 RunTime=290	OptSolTime=5230
T31 Train19 AimedDepartureTime=5160 WaitTime=10 BaseTime=5474 RunTime=270	OptSolTime=5530
T32 Train19 AimedDepartureTime=5460 WaitTime=30 BaseTime=5774 RunTime=350	OptSolTime=5830
T33 Train19 AimedDepartureTime=5810 WaitTime=0 BaseTime=6124 RunTime=250	OptSolTime=6180

TrainId=20 Delay=116 FreeRun=6840 	Final Delay=4145
T27 Train20 AimedDepartureTime=0 WaitTime=0 BaseTime=116 RunTime=135	OptSolTime=116
T26 Train20 AimedDepartureTime=135 WaitTime=0 BaseTime=251 RunTime=165	OptSolTime=251
T25 Train20 AimedDepartureTime=330 WaitTime=30 BaseTime=446 RunTime=450	OptSolTime=446
T24 Train20 AimedDepartureTime=810 WaitTime=30 BaseTime=926 RunTime=330	OptSolTime=926
T23 Train20 AimedDepartureTime=1170 WaitTime=30 BaseTime=1286 RunTime=330	OptSolTime=2204
T22 Train20 AimedDepartureTime=1530 WaitTime=30 BaseTime=1646 RunTime=450	OptSolTime=3095
T21 Train20 AimedDepartureTime=2160 WaitTime=180 BaseTime=2276 RunTime=300	OptSolTime=3725
T20 Train20 AimedDepartureTime=2490 WaitTime=30 BaseTime=2606 RunTime=210	OptSolTime=4055
T19 Train20 AimedDepartureTime=2700 WaitTime=0 BaseTime=2816 RunTime=180	OptSolTime=4265
T18 Train20 AimedDepartureTime=2880 WaitTime=0 BaseTime=2996 RunTime=180	OptSolTime=4445
T17 Train20 AimedDepartureTime=3060 WaitTime=0 BaseTime=3176 RunTime=300	OptSolTime=4625
T16 Train20 AimedDepartureTime=3390 WaitTime=30 BaseTime=3506 RunTime=150	OptSolTime=4955
T15 Train20 AimedDepartureTime=3570 WaitTime=30 BaseTime=3686 RunTime=450	OptSolTime=5135
T14 Train20 AimedDepartureTime=4200 WaitTime=180 BaseTime=4316 RunTime=420	OptSolTime=5765
T13 Train20 AimedDepartureTime=4650 WaitTime=30 BaseTime=4766 RunTime=390	OptSolTime=6215
T12 Train20 AimedDepartureTime=5070 WaitTime=30 BaseTime=5186 RunTime=150	OptSolTime=6635
T11 Train20 AimedDepartureTime=5250 WaitTime=30 BaseTime=5366 RunTime=150	OptSolTime=6815
T10 Train20 AimedDepartureTime=5400 WaitTime=0 BaseTime=5516 RunTime=420	OptSolTime=9545
T9 Train20 AimedDepartureTime=5940 WaitTime=120 BaseTime=6056 RunTime=240	OptSolTime=10085
T8 Train20 AimedDepartureTime=6210 WaitTime=30 BaseTime=6326 RunTime=210	OptSolTime=10355
T7 Train20 AimedDepartureTime=6450 WaitTime=30 BaseTime=6566 RunTime=90	OptSolTime=10595
T5 Train20 AimedDepartureTime=6540 WaitTime=0 BaseTime=6656 RunTime=60	OptSolTime=10685
T3 Train20 AimedDepartureTime=6630 WaitTime=30 BaseTime=6746 RunTime=210	OptSolTime=10775
T1 Train20 AimedDepartureTime=6840 WaitTime=0 BaseTime=6956 RunTime=300	OptSolTime=10985

TrainId=21 Delay=0 FreeRun=3755 	Final Delay=540
T16 Train21 AimedDepartureTime=125 WaitTime=0 BaseTime=125 RunTime=120	OptSolTime=125
T15 Train21 AimedDepartureTime=275 WaitTime=30 BaseTime=275 RunTime=390	OptSolTime=275
T14 Train21 AimedDepartureTime=845 WaitTime=180 BaseTime=845 RunTime=480	OptSolTime=1385
T13 Train21 AimedDepartureTime=1355 WaitTime=30 BaseTime=1355 RunTime=390	OptSolTime=1895
T12 Train21 AimedDepartureTime=1775 WaitTime=30 BaseTime=1775 RunTime=150	OptSolTime=2315
T11 Train21 AimedDepartureTime=1955 WaitTime=30 BaseTime=1955 RunTime=90	OptSolTime=2495
T10 Train21 AimedDepartureTime=2045 WaitTime=0 BaseTime=2045 RunTime=540	OptSolTime=2585
T9 Train21 AimedDepartureTime=2765 WaitTime=180 BaseTime=2765 RunTime=300	OptSolTime=3305
T8 Train21 AimedDepartureTime=3095 WaitTime=30 BaseTime=3095 RunTime=210	OptSolTime=3635
T7 Train21 AimedDepartureTime=3335 WaitTime=30 BaseTime=3335 RunTime=90	OptSolTime=3875
T5 Train21 AimedDepartureTime=3425 WaitTime=0 BaseTime=3425 RunTime=60	OptSolTime=3965
T3 Train21 AimedDepartureTime=3515 WaitTime=30 BaseTime=3515 RunTime=240	OptSolTime=4055
T1 Train21 AimedDepartureTime=3755 WaitTime=0 BaseTime=3755 RunTime=330	OptSolTime=4295

TrainId=22 Delay=0 FreeRun=8623 	Final Delay=320
T33 Train22 AimedDepartureTime=305 WaitTime=0 BaseTime=305 RunTime=263	OptSolTime=305
T32 Train22 AimedDepartureTime=568 WaitTime=0 BaseTime=568 RunTime=397	OptSolTime=568
T31 Train22 AimedDepartureTime=995 WaitTime=30 BaseTime=995 RunTime=270	OptSolTime=995
T30 Train22 AimedDepartureTime=1285 WaitTime=20 BaseTime=1285 RunTime=380	OptSolTime=1285
T29 Train22 AimedDepartureTime=1695 WaitTime=30 BaseTime=1695 RunTime=870	OptSolTime=1695
T28 Train22 AimedDepartureTime=2585 WaitTime=20 BaseTime=2585 RunTime=620	OptSolTime=2585
T27 Train22 AimedDepartureTime=3325 WaitTime=120 BaseTime=3325 RunTime=285	OptSolTime=3325
T26 Train22 AimedDepartureTime=3610 WaitTime=0 BaseTime=3610 RunTime=195	OptSolTime=3750
T25 Train22 AimedDepartureTime=3835 WaitTime=30 BaseTime=3835 RunTime=390	OptSolTime=3975
T24 Train22 AimedDepartureTime=4235 WaitTime=10 BaseTime=4235 RunTime=310	OptSolTime=4375
T23 Train22 AimedDepartureTime=4575 WaitTime=30 BaseTime=4575 RunTime=330	OptSolTime=4715
T22 Train22 AimedDepartureTime=4935 WaitTime=30 BaseTime=4935 RunTime=270	OptSolTime=5135
T21 Train22 AimedDepartureTime=5205 WaitTime=0 BaseTime=5205 RunTime=120	OptSolTime=5525
T20 Train22 AimedDepartureTime=5355 WaitTime=30 BaseTime=5355 RunTime=150	OptSolTime=5675
T19 Train22 AimedDepartureTime=5505 WaitTime=0 BaseTime=5505 RunTime=180	OptSolTime=5825
T18 Train22 AimedDepartureTime=5685 WaitTime=0 BaseTime=5685 RunTime=240	OptSolTime=6005
T17 Train22 AimedDepartureTime=5925 WaitTime=0 BaseTime=5925 RunTime=180	OptSolTime=6245
T16 Train22 AimedDepartureTime=6105 WaitTime=0 BaseTime=6105 RunTime=80	OptSolTime=6425
T15 Train22 AimedDepartureTime=6185 WaitTime=0 BaseTime=6185 RunTime=160	OptSolTime=6505
T14 Train22 AimedDepartureTime=6345 WaitTime=0 BaseTime=6345 RunTime=240	OptSolTime=6665
T13 Train22 AimedDepartureTime=6615 WaitTime=30 BaseTime=6615 RunTime=330	OptSolTime=6935
T12 Train22 AimedDepartureTime=6945 WaitTime=0 BaseTime=6945 RunTime=87	OptSolTime=7265
T11 Train22 AimedDepartureTime=7032 WaitTime=0 BaseTime=7032 RunTime=93	OptSolTime=7352
T10 Train22 AimedDepartureTime=7125 WaitTime=0 BaseTime=7125 RunTime=420	OptSolTime=7445
T9 Train22 AimedDepartureTime=7665 WaitTime=120 BaseTime=7665 RunTime=300	OptSolTime=7985
T8 Train22 AimedDepartureTime=7995 WaitTime=30 BaseTime=7995 RunTime=210	OptSolTime=8315
T7 Train22 AimedDepartureTime=8235 WaitTime=30 BaseTime=8235 RunTime=147	OptSolTime=8555
T5 Train22 AimedDepartureTime=8382 WaitTime=0 BaseTime=8382 RunTime=58	OptSolTime=8702
T3 Train22 AimedDepartureTime=8440 WaitTime=0 BaseTime=8440 RunTime=183	OptSolTime=8760
T1 Train22 AimedDepartureTime=8623 WaitTime=0 BaseTime=8623 RunTime=302	OptSolTime=8943

TrainId=23 Delay=0 FreeRun=9835 	Final Delay=0
T1 Train23 AimedDepartureTime=2405 WaitTime=0 BaseTime=2405 RunTime=126	OptSolTime=2405
T2 Train23 AimedDepartureTime=2531 WaitTime=0 BaseTime=2531 RunTime=126	OptSolTime=2531
T4 Train23 AimedDepartureTime=2657 WaitTime=0 BaseTime=2657 RunTime=46	OptSolTime=2657
T6 Train23 AimedDepartureTime=2703 WaitTime=0 BaseTime=2703 RunTime=92	OptSolTime=2703
T8 Train23 AimedDepartureTime=2825 WaitTime=30 BaseTime=2825 RunTime=90	OptSolTime=2825
T9 Train23 AimedDepartureTime=2945 WaitTime=30 BaseTime=2945 RunTime=150	OptSolTime=2945
T10 Train23 AimedDepartureTime=3125 WaitTime=30 BaseTime=3125 RunTime=300	OptSolTime=3125
T11 Train23 AimedDepartureTime=3425 WaitTime=0 BaseTime=3425 RunTime=120	OptSolTime=3425
T12 Train23 AimedDepartureTime=3545 WaitTime=0 BaseTime=3545 RunTime=60	OptSolTime=3545
T13 Train23 AimedDepartureTime=3725 WaitTime=120 BaseTime=3725 RunTime=270	OptSolTime=3725
T14 Train23 AimedDepartureTime=4025 WaitTime=30 BaseTime=4025 RunTime=180	OptSolTime=4025
T15 Train23 AimedDepartureTime=4205 WaitTime=0 BaseTime=4205 RunTime=60	OptSolTime=4205
T16 Train23 AimedDepartureTime=4265 WaitTime=0 BaseTime=4265 RunTime=120	OptSolTime=4265
T17 Train23 AimedDepartureTime=4385 WaitTime=0 BaseTime=4385 RunTime=240	OptSolTime=4385
T18 Train23 AimedDepartureTime=4625 WaitTime=0 BaseTime=4625 RunTime=240	OptSolTime=4625
T19 Train23 AimedDepartureTime=4985 WaitTime=120 BaseTime=4985 RunTime=180	OptSolTime=4985
T20 Train23 AimedDepartureTime=5165 WaitTime=0 BaseTime=5165 RunTime=90	OptSolTime=5165
T21 Train23 AimedDepartureTime=5285 WaitTime=30 BaseTime=5285 RunTime=120	OptSolTime=5285
T22 Train23 AimedDepartureTime=5405 WaitTime=0 BaseTime=5405 RunTime=210	OptSolTime=5405
T23 Train23 AimedDepartureTime=5645 WaitTime=30 BaseTime=5645 RunTime=270	OptSolTime=5645
T24 Train23 AimedDepartureTime=5945 WaitTime=30 BaseTime=5945 RunTime=150	OptSolTime=5945
T25 Train23 AimedDepartureTime=6125 WaitTime=30 BaseTime=6125 RunTime=390	OptSolTime=6125
T26 Train23 AimedDepartureTime=6545 WaitTime=30 BaseTime=6545 RunTime=150	OptSolTime=6545
T27 Train23 AimedDepartureTime=6695 WaitTime=0 BaseTime=6695 RunTime=150	OptSolTime=6695
T28 Train23 AimedDepartureTime=7085 WaitTime=240 BaseTime=7085 RunTime=410	OptSolTime=7085
T29 Train23 AimedDepartureTime=7505 WaitTime=10 BaseTime=7505 RunTime=900	OptSolTime=7505
T30 Train23 AimedDepartureTime=8885 WaitTime=480 BaseTime=8885 RunTime=290	OptSolTime=8885
T31 Train23 AimedDepartureTime=9185 WaitTime=10 BaseTime=9185 RunTime=270	OptSolTime=9185
T32 Train23 AimedDepartureTime=9485 WaitTime=30 BaseTime=9485 RunTime=350	OptSolTime=9485
T33 Train23 AimedDepartureTime=9835 WaitTime=0 BaseTime=9835 RunTime=250	OptSolTime=9835

TrainId=24 Delay=0 FreeRun=5945 	Final Delay=180
T1 Train24 AimedDepartureTime=1205 WaitTime=0 BaseTime=1205 RunTime=135	OptSolTime=1385
T2 Train24 AimedDepartureTime=1340 WaitTime=0 BaseTime=1340 RunTime=135	OptSolTime=1520
T4 Train24 AimedDepartureTime=1505 WaitTime=30 BaseTime=1505 RunTime=50	OptSolTime=1685
T6 Train24 AimedDepartureTime=1555 WaitTime=0 BaseTime=1555 RunTime=100	OptSolTime=1735
T8 Train24 AimedDepartureTime=1685 WaitTime=30 BaseTime=1685 RunTime=90	OptSolTime=1865
T9 Train24 AimedDepartureTime=1805 WaitTime=30 BaseTime=1805 RunTime=150	OptSolTime=1985
T10 Train24 AimedDepartureTime=1985 WaitTime=30 BaseTime=1985 RunTime=300	OptSolTime=2165
T11 Train24 AimedDepartureTime=2285 WaitTime=0 BaseTime=2285 RunTime=30	OptSolTime=2465
T12 Train24 AimedDepartureTime=2345 WaitTime=30 BaseTime=2345 RunTime=150	OptSolTime=2525
T13 Train24 AimedDepartureTime=2525 WaitTime=30 BaseTime=2525 RunTime=330	OptSolTime=2705
T14 Train24 AimedDepartureTime=2885 WaitTime=30 BaseTime=2885 RunTime=240	OptSolTime=3065
T15 Train24 AimedDepartureTime=3185 WaitTime=60 BaseTime=3185 RunTime=100	OptSolTime=3365
T16 Train24 AimedDepartureTime=3305 WaitTime=20 BaseTime=3305 RunTime=150	OptSolTime=3485
T17 Train24 AimedDepartureTime=3485 WaitTime=30 BaseTime=3485 RunTime=240	OptSolTime=3665
T18 Train24 AimedDepartureTime=3725 WaitTime=0 BaseTime=3725 RunTime=180	OptSolTime=3905
T19 Train24 AimedDepartureTime=3905 WaitTime=0 BaseTime=3905 RunTime=180	OptSolTime=4085
T20 Train24 AimedDepartureTime=4085 WaitTime=0 BaseTime=4085 RunTime=30	OptSolTime=4265
T21 Train24 AimedDepartureTime=4145 WaitTime=30 BaseTime=4145 RunTime=240	OptSolTime=4325
T22 Train24 AimedDepartureTime=4565 WaitTime=180 BaseTime=4565 RunTime=270	OptSolTime=4745
T23 Train24 AimedDepartureTime=4865 WaitTime=30 BaseTime=4865 RunTime=270	OptSolTime=5045
T24 Train24 AimedDepartureTime=5165 WaitTime=30 BaseTime=5165 RunTime=220	OptSolTime=5345
T25 Train24 AimedDepartureTime=5405 WaitTime=20 BaseTime=5405 RunTime=390	OptSolTime=5585
T26 Train24 AimedDepartureTime=5825 WaitTime=30 BaseTime=5825 RunTime=120	OptSolTime=6005
T27 Train24 AimedDepartureTime=5945 WaitTime=0 BaseTime=5945 RunTime=120	OptSolTime=6125

TrainId=25 Delay=0 FreeRun=5765 	Final Delay=0
T1 Train25 AimedDepartureTime=3605 WaitTime=0 BaseTime=3605 RunTime=135	OptSolTime=3605
T2 Train25 AimedDepartureTime=3740 WaitTime=0 BaseTime=3740 RunTime=135	OptSolTime=3740
T4 Train25 AimedDepartureTime=3905 WaitTime=30 BaseTime=3905 RunTime=50	OptSolTime=3905
T6 Train25 AimedDepartureTime=3955 WaitTime=0 BaseTime=3955 RunTime=100	OptSolTime=3955
T8 Train25 AimedDepartureTime=4085 WaitTime=30 BaseTime=4085 RunTime=90	OptSolTime=4085
T9 Train25 AimedDepartureTime=4205 WaitTime=30 BaseTime=4205 RunTime=150	OptSolTime=4205
T10 Train25 AimedDepartureTime=4385 WaitTime=30 BaseTime=4385 RunTime=300	OptSolTime=4385
T11 Train25 AimedDepartureTime=4685 WaitTime=0 BaseTime=4685 RunTime=30	OptSolTime=4685
T12 Train25 AimedDepartureTime=4745 WaitTime=30 BaseTime=4745 RunTime=150	OptSolTime=4745
T13 Train25 AimedDepartureTime=4925 WaitTime=30 BaseTime=4925 RunTime=330	OptSolTime=4925
T14 Train25 AimedDepartureTime=5285 WaitTime=30 BaseTime=5285 RunTime=180	OptSolTime=5285
T15 Train25 AimedDepartureTime=5645 WaitTime=180 BaseTime=5645 RunTime=100	OptSolTime=5645
T16 Train25 AimedDepartureTime=5765 WaitTime=20 BaseTime=5765 RunTime=180	OptSolTime=5765

TrainId=26 Delay=0 FreeRun=12065 	Final Delay=0
T1 Train26 AimedDepartureTime=7205 WaitTime=0 BaseTime=7205 RunTime=135	OptSolTime=7205
T2 Train26 AimedDepartureTime=7340 WaitTime=0 BaseTime=7340 RunTime=135	OptSolTime=7340
T4 Train26 AimedDepartureTime=7505 WaitTime=30 BaseTime=7505 RunTime=50	OptSolTime=7505
T6 Train26 AimedDepartureTime=7555 WaitTime=0 BaseTime=7555 RunTime=100	OptSolTime=7555
T8 Train26 AimedDepartureTime=7685 WaitTime=30 BaseTime=7685 RunTime=90	OptSolTime=7685
T9 Train26 AimedDepartureTime=7805 WaitTime=30 BaseTime=7805 RunTime=150	OptSolTime=7805
T10 Train26 AimedDepartureTime=7985 WaitTime=30 BaseTime=7985 RunTime=300	OptSolTime=7985
T11 Train26 AimedDepartureTime=8285 WaitTime=0 BaseTime=8285 RunTime=30	OptSolTime=8285
T12 Train26 AimedDepartureTime=8345 WaitTime=30 BaseTime=8345 RunTime=120	OptSolTime=8345
T13 Train26 AimedDepartureTime=8525 WaitTime=60 BaseTime=8525 RunTime=390	OptSolTime=8525
T14 Train26 AimedDepartureTime=8945 WaitTime=30 BaseTime=8945 RunTime=210	OptSolTime=8945
T15 Train26 AimedDepartureTime=9185 WaitTime=30 BaseTime=9185 RunTime=100	OptSolTime=9185
T16 Train26 AimedDepartureTime=9305 WaitTime=20 BaseTime=9305 RunTime=180	OptSolTime=9305
T17 Train26 AimedDepartureTime=9545 WaitTime=60 BaseTime=9545 RunTime=180	OptSolTime=9545
T18 Train26 AimedDepartureTime=9725 WaitTime=0 BaseTime=9725 RunTime=240	OptSolTime=9725
T19 Train26 AimedDepartureTime=9965 WaitTime=0 BaseTime=9965 RunTime=180	OptSolTime=9965
T20 Train26 AimedDepartureTime=10145 WaitTime=0 BaseTime=10145 RunTime=30	OptSolTime=10145
T21 Train26 AimedDepartureTime=10205 WaitTime=30 BaseTime=10205 RunTime=300	OptSolTime=10205
T22 Train26 AimedDepartureTime=10505 WaitTime=0 BaseTime=10505 RunTime=270	OptSolTime=10505
T23 Train26 AimedDepartureTime=10805 WaitTime=30 BaseTime=10805 RunTime=300	OptSolTime=10805
T24 Train26 AimedDepartureTime=11405 WaitTime=300 BaseTime=11405 RunTime=220	OptSolTime=11405
T25 Train26 AimedDepartureTime=11645 WaitTime=20 BaseTime=11645 RunTime=390	OptSolTime=11645
T26 Train26 AimedDepartureTime=12065 WaitTime=30 BaseTime=12065 RunTime=120	OptSolTime=12065

TrainId=27 Delay=0 FreeRun=12775 	Final Delay=0
T1 Train27 AimedDepartureTime=6005 WaitTime=0 BaseTime=6005 RunTime=120	OptSolTime=6005
T2 Train27 AimedDepartureTime=6125 WaitTime=0 BaseTime=6125 RunTime=120	OptSolTime=6125
T4 Train27 AimedDepartureTime=6245 WaitTime=0 BaseTime=6245 RunTime=50	OptSolTime=6245
T6 Train27 AimedDepartureTime=6295 WaitTime=0 BaseTime=6295 RunTime=100	OptSolTime=6295
T8 Train27 AimedDepartureTime=6425 WaitTime=30 BaseTime=6425 RunTime=90	OptSolTime=6425
T9 Train27 AimedDepartureTime=6545 WaitTime=30 BaseTime=6545 RunTime=210	OptSolTime=6545
T10 Train27 AimedDepartureTime=6785 WaitTime=30 BaseTime=6785 RunTime=300	OptSolTime=6785
T11 Train27 AimedDepartureTime=7085 WaitTime=0 BaseTime=7085 RunTime=52	OptSolTime=7085
T12 Train27 AimedDepartureTime=7137 WaitTime=0 BaseTime=7137 RunTime=128	OptSolTime=7137
T13 Train27 AimedDepartureTime=7265 WaitTime=0 BaseTime=7265 RunTime=270	OptSolTime=7265
T14 Train27 AimedDepartureTime=7565 WaitTime=30 BaseTime=7565 RunTime=180	OptSolTime=7565
T15 Train27 AimedDepartureTime=7745 WaitTime=0 BaseTime=7745 RunTime=104	OptSolTime=7745
T16 Train27 AimedDepartureTime=7849 WaitTime=0 BaseTime=7849 RunTime=76	OptSolTime=7849
T17 Train27 AimedDepartureTime=7925 WaitTime=0 BaseTime=7925 RunTime=240	OptSolTime=7925
T18 Train27 AimedDepartureTime=8165 WaitTime=0 BaseTime=8165 RunTime=180	OptSolTime=8165
T19 Train27 AimedDepartureTime=8345 WaitTime=0 BaseTime=8345 RunTime=180	OptSolTime=8345
T20 Train27 AimedDepartureTime=8645 WaitTime=120 BaseTime=8645 RunTime=30	OptSolTime=8645
T21 Train27 AimedDepartureTime=8705 WaitTime=30 BaseTime=8705 RunTime=240	OptSolTime=8705
T22 Train27 AimedDepartureTime=8945 WaitTime=0 BaseTime=8945 RunTime=210	OptSolTime=8945
T23 Train27 AimedDepartureTime=9185 WaitTime=30 BaseTime=9185 RunTime=270	OptSolTime=9185
T24 Train27 AimedDepartureTime=9485 WaitTime=30 BaseTime=9485 RunTime=230	OptSolTime=9485
T25 Train27 AimedDepartureTime=9725 WaitTime=10 BaseTime=9725 RunTime=390	OptSolTime=9725
T26 Train27 AimedDepartureTime=10145 WaitTime=30 BaseTime=10145 RunTime=120	OptSolTime=10145
T27 Train27 AimedDepartureTime=10265 WaitTime=0 BaseTime=10265 RunTime=120	OptSolTime=10265
T28 Train27 AimedDepartureTime=10445 WaitTime=60 BaseTime=10445 RunTime=410	OptSolTime=10445
T29 Train27 AimedDepartureTime=10865 WaitTime=10 BaseTime=10865 RunTime=930	OptSolTime=10865
T30 Train27 AimedDepartureTime=11825 WaitTime=30 BaseTime=11825 RunTime=290	OptSolTime=11825
T31 Train27 AimedDepartureTime=12125 WaitTime=10 BaseTime=12125 RunTime=270	OptSolTime=12125
T32 Train27 AimedDepartureTime=12425 WaitTime=30 BaseTime=12425 RunTime=350	OptSolTime=12425
T33 Train27 AimedDepartureTime=12775 WaitTime=0 BaseTime=12775 RunTime=250	OptSolTime=12775

TrainId=28 Delay=0 FreeRun=14665 	Final Delay=7120
T27 Train28 AimedDepartureTime=6845 WaitTime=0 BaseTime=6845 RunTime=135	OptSolTime=6845
T26 Train28 AimedDepartureTime=6980 WaitTime=0 BaseTime=6980 RunTime=165	OptSolTime=6980
T25 Train28 AimedDepartureTime=7175 WaitTime=30 BaseTime=7175 RunTime=450	OptSolTime=7175
T24 Train28 AimedDepartureTime=7635 WaitTime=10 BaseTime=7635 RunTime=250	OptSolTime=7635
T23 Train28 AimedDepartureTime=7915 WaitTime=30 BaseTime=7915 RunTime=330	OptSolTime=7915
T22 Train28 AimedDepartureTime=8275 WaitTime=30 BaseTime=8275 RunTime=270	OptSolTime=8275
T21 Train28 AimedDepartureTime=8545 WaitTime=0 BaseTime=8545 RunTime=120	OptSolTime=8545
T20 Train28 AimedDepartureTime=8695 WaitTime=30 BaseTime=8695 RunTime=210	OptSolTime=8695
T19 Train28 AimedDepartureTime=8905 WaitTime=0 BaseTime=8905 RunTime=180	OptSolTime=8905
T18 Train28 AimedDepartureTime=9085 WaitTime=0 BaseTime=9085 RunTime=180	OptSolTime=9085
T17 Train28 AimedDepartureTime=9265 WaitTime=0 BaseTime=9265 RunTime=480	OptSolTime=13985
T16 Train28 AimedDepartureTime=9925 WaitTime=180 BaseTime=9925 RunTime=300	OptSolTime=14807
T15 Train28 AimedDepartureTime=10255 WaitTime=30 BaseTime=10255 RunTime=210	OptSolTime=15137
T14 Train28 AimedDepartureTime=10495 WaitTime=30 BaseTime=10495 RunTime=390	OptSolTime=15377
T13 Train28 AimedDepartureTime=11005 WaitTime=120 BaseTime=11005 RunTime=480	OptSolTime=16025
T12 Train28 AimedDepartureTime=11515 WaitTime=30 BaseTime=11515 RunTime=150	OptSolTime=16535
T11 Train28 AimedDepartureTime=11695 WaitTime=30 BaseTime=11695 RunTime=630	OptSolTime=17855
T10 Train28 AimedDepartureTime=12745 WaitTime=420 BaseTime=12745 RunTime=840	OptSolTime=19205
T9 Train28 AimedDepartureTime=13705 WaitTime=120 BaseTime=13705 RunTime=240	OptSolTime=20165
T8 Train28 AimedDepartureTime=13975 WaitTime=30 BaseTime=13975 RunTime=210	OptSolTime=20435
T7 Train28 AimedDepartureTime=14215 WaitTime=30 BaseTime=14215 RunTime=130	OptSolTime=20675
T5 Train28 AimedDepartureTime=14345 WaitTime=0 BaseTime=14345 RunTime=80	OptSolTime=20805
T3 Train28 AimedDepartureTime=14455 WaitTime=30 BaseTime=14455 RunTime=210	OptSolTime=21500
